strategy_id,strategy_code,strategy,description,transformation_specification,baseline_strategy_id
6029,TORNADO:TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_WEM,Add TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_WEM to Strategy TX:BASE,,TX:INEN:INC_EFFICIENCY_ENERGY_STRATEGY_WEM,0.0
6030,TORNADO:TX:INEN:INC_EFFICIENCY_PRODUCTION,Add TX:INEN:INC_EFFICIENCY_PRODUCTION to Strategy TX:BASE,,TX:INEN:INC_EFFICIENCY_PRODUCTION,0.0
6031,TORNADO:TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_WAM,Add TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_WAM to Strategy TX:BASE,,TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_WAM,0.0
6032,TORNADO:TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_WEM,Add TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_WEM to Strategy TX:BASE,,TX:INEN:INC_EFFICIENCY_PRODUCTION_STRATEGY_WEM,0.0
6033,TORNADO:TX:INEN:SHIFT_FUEL_HEAT,Add TX:INEN:SHIFT_FUEL_HEAT to Strategy TX:BASE,,TX:INEN:SHIFT_FUEL_HEAT,0.0
6034,TORNADO:TX:IPPU:DEC_CLINKER,Add TX:IPPU:DEC_CLINKER to Strategy TX:BASE,,TX:IPPU:DEC_CLINKER,0.0
6035,TORNADO:TX:IPPU:DEC_CLINKER_STRATEGY_WAM,Add TX:IPPU:DEC_CLINKER_STRATEGY_WAM to Strategy TX:BASE,,TX:IPPU:DEC_CLINKER_STRATEGY_WAM,0.0
6036,TORNADO:TX:IPPU:DEC_DEMAND,Add TX:IPPU:DEC_DEMAND to Strategy TX:BASE,,TX:IPPU:DEC_DEMAND,0.0
6037,TORNADO:TX:IPPU:DEC_HFCS,Add TX:IPPU:DEC_HFCS to Strategy TX:BASE,,TX:IPPU:DEC_HFCS,0.0
6038,TORNADO:TX:IPPU:DEC_HFCS_STRATEGY_BAU,Add TX:IPPU:DEC_HFCS_STRATEGY_BAU to Strategy TX:BASE,,TX:IPPU:DEC_HFCS_STRATEGY_BAU,0.0
6039,TORNADO:TX:IPPU:DEC_HFCS_STRATEGY_WAM,Add TX:IPPU:DEC_HFCS_STRATEGY_WAM to Strategy TX:BASE,,TX:IPPU:DEC_HFCS_STRATEGY_WAM,0.0
6040,TORNADO:TX:IPPU:DEC_HFCS_STRATEGY_WEM,Add TX:IPPU:DEC_HFCS_STRATEGY_WEM to Strategy TX:BASE,,TX:IPPU:DEC_HFCS_STRATEGY_WEM,0.0
6041,TORNADO:TX:IPPU:DEC_N2O,Add TX:IPPU:DEC_N2O to Strategy TX:BASE,,TX:IPPU:DEC_N2O,0.0
6042,TORNADO:TX:IPPU:DEC_N2O_STRATEGY_BAU,Add TX:IPPU:DEC_N2O_STRATEGY_BAU to Strategy TX:BASE,,TX:IPPU:DEC_N2O_STRATEGY_BAU,0.0
6043,TORNADO:TX:IPPU:DEC_N2O_STRATEGY_WAM,Add TX:IPPU:DEC_N2O_STRATEGY_WAM to Strategy TX:BASE,,TX:IPPU:DEC_N2O_STRATEGY_WAM,0.0
6044,TORNADO:TX:IPPU:DEC_N2O_STRATEGY_WEM,Add TX:IPPU:DEC_N2O_STRATEGY_WEM to Strategy TX:BASE,,TX:IPPU:DEC_N2O_STRATEGY_WEM,0.0
6045,TORNADO:TX:IPPU:DEC_OTHER_FCS,Add TX:IPPU:DEC_OTHER_FCS to Strategy TX:BASE,,TX:IPPU:DEC_OTHER_FCS,0.0
6046,TORNADO:TX:IPPU:DEC_OTHER_FCS_STRATEGY_BAU,Add TX:IPPU:DEC_OTHER_FCS_STRATEGY_BAU to Strategy TX:BASE,,TX:IPPU:DEC_OTHER_FCS_STRATEGY_BAU,0.0
6047,TORNADO:TX:IPPU:DEC_OTHER_FCS_STRATEGY_WAM,Add TX:IPPU:DEC_OTHER_FCS_STRATEGY_WAM to Strategy TX:BASE,,TX:IPPU:DEC_OTHER_FCS_STRATEGY_WAM,0.0
6048,TORNADO:TX:IPPU:DEC_OTHER_FCS_STRATEGY_WEM,Add TX:IPPU:DEC_OTHER_FCS_STRATEGY_WEM to Strategy TX:BASE,,TX:IPPU:DEC_OTHER_FCS_STRATEGY_WEM,0.0
6049,TORNADO:TX:IPPU:DEC_PFCS,Add TX:IPPU:DEC_PFCS to Strategy TX:BASE,,TX:IPPU:DEC_PFCS,0.0
6050,TORNADO:TX:IPPU:DEC_PFCS_STRATEGY_BAU,Add TX:IPPU:DEC_PFCS_STRATEGY_BAU to Strategy TX:BASE,,TX:IPPU:DEC_PFCS_STRATEGY_BAU,0.0
6051,TORNADO:TX:IPPU:DEC_PFCS_STRATEGY_WAM,Add TX:IPPU:DEC_PFCS_STRATEGY_WAM to Strategy TX:BASE,,TX:IPPU:DEC_PFCS_STRATEGY_WAM,0.0
6052,TORNADO:TX:IPPU:DEC_PFCS_STRATEGY_WEM,Add TX:IPPU:DEC_PFCS_STRATEGY_WEM to Strategy TX:BASE,,TX:IPPU:DEC_PFCS_STRATEGY_WEM,0.0
6053,TORNADO:TX:LNDU:DEC_DEFORESTATION,Add TX:LNDU:DEC_DEFORESTATION to Strategy TX:BASE,,TX:LNDU:DEC_DEFORESTATION,0.0
6054,TORNADO:TX:LNDU:DEC_SOC_LOSS_PASTURES,Add TX:LNDU:DEC_SOC_LOSS_PASTURES to Strategy TX:BASE,,TX:LNDU:DEC_SOC_LOSS_PASTURES,0.0
6055,TORNADO:TX:LNDU:DEC_SOC_LOSS_PASTURES_STRATEGY_WAM,Add TX:LNDU:DEC_SOC_LOSS_PASTURES_STRATEGY_WAM to Strategy TX:BASE,,TX:LNDU:DEC_SOC_LOSS_PASTURES_STRATEGY_WAM,0.0
6056,TORNADO:TX:LNDU:DEC_SOC_LOSS_PASTURES_STRATEGY_WEM,Add TX:LNDU:DEC_SOC_LOSS_PASTURES_STRATEGY_WEM to Strategy TX:BASE,,TX:LNDU:DEC_SOC_LOSS_PASTURES_STRATEGY_WEM,0.0
6057,TORNADO:TX:LNDU:INC_REFORESTATION,Add TX:LNDU:INC_REFORESTATION to Strategy TX:BASE,,TX:LNDU:INC_REFORESTATION,0.0
6058,TORNADO:TX:LNDU:INC_REFORESTATION_STRATEGY_WAM,Add TX:LNDU:INC_REFORESTATION_STRATEGY_WAM to Strategy TX:BASE,,TX:LNDU:INC_REFORESTATION_STRATEGY_WAM,0.0
6059,TORNADO:TX:LNDU:INC_REFORESTATION_STRATEGY_WEM,Add TX:LNDU:INC_REFORESTATION_STRATEGY_WEM to Strategy TX:BASE,,TX:LNDU:INC_REFORESTATION_STRATEGY_WEM,0.0
6060,TORNADO:TX:LNDU:INC_SILVOPASTURE,Add TX:LNDU:INC_SILVOPASTURE to Strategy TX:BASE,,TX:LNDU:INC_SILVOPASTURE,0.0
6061,TORNADO:TX:LNDU:INC_SILVOPASTURE_STRATEGY_WAM,Add TX:LNDU:INC_SILVOPASTURE_STRATEGY_WAM to Strategy TX:BASE,,TX:LNDU:INC_SILVOPASTURE_STRATEGY_WAM,0.0
6062,TORNADO:TX:LNDU:INC_SILVOPASTURE_STRATEGY_WEM,Add TX:LNDU:INC_SILVOPASTURE_STRATEGY_WEM to Strategy TX:BASE,,TX:LNDU:INC_SILVOPASTURE_STRATEGY_WEM,0.0
6063,TORNADO:TX:LNDU:PLUR,Add TX:LNDU:PLUR to Strategy TX:BASE,,TX:LNDU:PLUR,0.0
6064,TORNADO:TX:LSMM:INC_CAPTURE_BIOGAS,Add TX:LSMM:INC_CAPTURE_BIOGAS to Strategy TX:BASE,,TX:LSMM:INC_CAPTURE_BIOGAS,0.0
6065,TORNADO:TX:LSMM:INC_CAPTURE_BIOGAS_STRATEGY_WAM,Add TX:LSMM:INC_CAPTURE_BIOGAS_STRATEGY_WAM to Strategy TX:BASE,,TX:LSMM:INC_CAPTURE_BIOGAS_STRATEGY_WAM,0.0
6066,TORNADO:TX:LSMM:INC_CAPTURE_BIOGAS_STRATEGY_WEM,Add TX:LSMM:INC_CAPTURE_BIOGAS_STRATEGY_WEM to Strategy TX:BASE,,TX:LSMM:INC_CAPTURE_BIOGAS_STRATEGY_WEM,0.0
6067,TORNADO:TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,Add TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS to Strategy TX:BASE,,TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS,0.0
6068,TORNADO:TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS_STRATEGY_WAM,Add TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS_STRATEGY_WAM to Strategy TX:BASE,,TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS_STRATEGY_WAM,0.0
6069,TORNADO:TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS_STRATEGY_WEM,Add TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS_STRATEGY_WEM to Strategy TX:BASE,,TX:LSMM:INC_MANAGEMENT_CATTLE_PIGS_STRATEGY_WEM,0.0
6070,TORNADO:TX:LSMM:INC_MANAGEMENT_OTHER,Add TX:LSMM:INC_MANAGEMENT_OTHER to Strategy TX:BASE,,TX:LSMM:INC_MANAGEMENT_OTHER,0.0
6071,TORNADO:TX:LSMM:INC_MANAGEMENT_OTHER_STRATEGY_WAM,Add TX:LSMM:INC_MANAGEMENT_OTHER_STRATEGY_WAM to Strategy TX:BASE,,TX:LSMM:INC_MANAGEMENT_OTHER_STRATEGY_WAM,0.0
6072,TORNADO:TX:LSMM:INC_MANAGEMENT_OTHER_STRATEGY_WEM,Add TX:LSMM:INC_MANAGEMENT_OTHER_STRATEGY_WEM to Strategy TX:BASE,,TX:LSMM:INC_MANAGEMENT_OTHER_STRATEGY_WEM,0.0
6073,TORNADO:TX:LSMM:INC_MANAGEMENT_POULTRY,Add TX:LSMM:INC_MANAGEMENT_POULTRY to Strategy TX:BASE,,TX:LSMM:INC_MANAGEMENT_POULTRY,0.0
6074,TORNADO:TX:LSMM:INC_MANAGEMENT_POULTRY_STRATEGY_WAM,Add TX:LSMM:INC_MANAGEMENT_POULTRY_STRATEGY_WAM to Strategy TX:BASE,,TX:LSMM:INC_MANAGEMENT_POULTRY_STRATEGY_WAM,0.0
6075,TORNADO:TX:LSMM:INC_MANAGEMENT_POULTRY_STRATEGY_WEM,Add TX:LSMM:INC_MANAGEMENT_POULTRY_STRATEGY_WEM to Strategy TX:BASE,,TX:LSMM:INC_MANAGEMENT_POULTRY_STRATEGY_WEM,0.0
6076,TORNADO:TX:LVST:DEC_ENTERIC_FERMENTATION,Add TX:LVST:DEC_ENTERIC_FERMENTATION to Strategy TX:BASE,,TX:LVST:DEC_ENTERIC_FERMENTATION,0.0
6077,TORNADO:TX:LVST:DEC_ENTERIC_FERMENTATION_STRATEGY_WAM,Add TX:LVST:DEC_ENTERIC_FERMENTATION_STRATEGY_WAM to Strategy TX:BASE,,TX:LVST:DEC_ENTERIC_FERMENTATION_STRATEGY_WAM,0.0
6078,TORNADO:TX:LVST:DEC_ENTERIC_FERMENTATION_STRATEGY_WEM,Add TX:LVST:DEC_ENTERIC_FERMENTATION_STRATEGY_WEM to Strategy TX:BASE,,TX:LVST:DEC_ENTERIC_FERMENTATION_STRATEGY_WEM,0.0
6079,TORNADO:TX:LVST:DEC_EXPORTS,Add TX:LVST:DEC_EXPORTS to Strategy TX:BASE,,TX:LVST:DEC_EXPORTS,0.0
6080,TORNADO:TX:LVST:INC_PRODUCTIVITY,Add TX:LVST:INC_PRODUCTIVITY to Strategy TX:BASE,,TX:LVST:INC_PRODUCTIVITY,0.0
6081,TORNADO:TX:PFLO:INC_HEALTHIER_DIETS,Add TX:PFLO:INC_HEALTHIER_DIETS to Strategy TX:BASE,,TX:PFLO:INC_HEALTHIER_DIETS,0.0
6082,TORNADO:TX:PFLO:INC_IND_CCS,Add TX:PFLO:INC_IND_CCS to Strategy TX:BASE,,TX:PFLO:INC_IND_CCS,0.0
6083,TORNADO:TX:PFLO:INC_IND_CCS_STRATEGY_WAM,Add TX:PFLO:INC_IND_CCS_STRATEGY_WAM to Strategy TX:BASE,,TX:PFLO:INC_IND_CCS_STRATEGY_WAM,0.0
6084,TORNADO:TX:SCOE:DEC_DEMAND_HEAT,Add TX:SCOE:DEC_DEMAND_HEAT to Strategy TX:BASE,,TX:SCOE:DEC_DEMAND_HEAT,0.0
6085,TORNADO:TX:SCOE:DEC_DEMAND_HEAT_STRATEGY_WAM,Add TX:SCOE:DEC_DEMAND_HEAT_STRATEGY_WAM to Strategy TX:BASE,,TX:SCOE:DEC_DEMAND_HEAT_STRATEGY_WAM,0.0
6086,TORNADO:TX:SCOE:DEC_DEMAND_HEAT_STRATEGY_WEM,Add TX:SCOE:DEC_DEMAND_HEAT_STRATEGY_WEM to Strategy TX:BASE,,TX:SCOE:DEC_DEMAND_HEAT_STRATEGY_WEM,0.0
6087,TORNADO:TX:SCOE:INC_EFFICIENCY_APPLIANCE,Add TX:SCOE:INC_EFFICIENCY_APPLIANCE to Strategy TX:BASE,,TX:SCOE:INC_EFFICIENCY_APPLIANCE,0.0
6088,TORNADO:TX:SCOE:INC_EFFICIENCY_APPLIANCE_STRATEGY_WAM,Add TX:SCOE:INC_EFFICIENCY_APPLIANCE_STRATEGY_WAM to Strategy TX:BASE,,TX:SCOE:INC_EFFICIENCY_APPLIANCE_STRATEGY_WAM,0.0
6089,TORNADO:TX:SCOE:INC_EFFICIENCY_APPLIANCE_STRATEGY_WEM,Add TX:SCOE:INC_EFFICIENCY_APPLIANCE_STRATEGY_WEM to Strategy TX:BASE,,TX:SCOE:INC_EFFICIENCY_APPLIANCE_STRATEGY_WEM,0.0
6090,TORNADO:TX:SCOE:SHIFT_FUEL_HEAT,Add TX:SCOE:SHIFT_FUEL_HEAT to Strategy TX:BASE,,TX:SCOE:SHIFT_FUEL_HEAT,0.0
6091,TORNADO:TX:SCOE:SHIFT_FUEL_HEAT_STRATEGY_WAM,Add TX:SCOE:SHIFT_FUEL_HEAT_STRATEGY_WAM to Strategy TX:BASE,,TX:SCOE:SHIFT_FUEL_HEAT_STRATEGY_WAM,0.0
6092,TORNADO:TX:SCOE:SHIFT_FUEL_HEAT_STRATEGY_WEM,Add TX:SCOE:SHIFT_FUEL_HEAT_STRATEGY_WEM to Strategy TX:BASE,,TX:SCOE:SHIFT_FUEL_HEAT_STRATEGY_WEM,0.0
6093,TORNADO:TX:SOIL:DEC_LIME_APPLIED,Add TX:SOIL:DEC_LIME_APPLIED to Strategy TX:BASE,,TX:SOIL:DEC_LIME_APPLIED,0.0
6094,TORNADO:TX:SOIL:DEC_N_APPLIED,Add TX:SOIL:DEC_N_APPLIED to Strategy TX:BASE,,TX:SOIL:DEC_N_APPLIED,0.0
6095,TORNADO:TX:SOIL:DEC_N_APPLIED_STRATEGY_WAM,Add TX:SOIL:DEC_N_APPLIED_STRATEGY_WAM to Strategy TX:BASE,,TX:SOIL:DEC_N_APPLIED_STRATEGY_WAM,0.0
6096,TORNADO:TX:SOIL:DEC_N_APPLIED_STRATEGY_WEM,Add TX:SOIL:DEC_N_APPLIED_STRATEGY_WEM to Strategy TX:BASE,,TX:SOIL:DEC_N_APPLIED_STRATEGY_WEM,0.0
6097,TORNADO:TX:TRDE:DEC_DEMAND,Add TX:TRDE:DEC_DEMAND to Strategy TX:BASE,,TX:TRDE:DEC_DEMAND,0.0
6098,TORNADO:TX:TRDE:DEC_DEMAND_STRATEGY_WAM,Add TX:TRDE:DEC_DEMAND_STRATEGY_WAM to Strategy TX:BASE,,TX:TRDE:DEC_DEMAND_STRATEGY_WAM,0.0
6099,TORNADO:TX:TRDE:DEC_DEMAND_STRATEGY_WEM,Add TX:TRDE:DEC_DEMAND_STRATEGY_WEM to Strategy TX:BASE,,TX:TRDE:DEC_DEMAND_STRATEGY_WEM,0.0
6100,TORNADO:TX:TRNS:INC_EFFICIENCY_ELECTRIC,Add TX:TRNS:INC_EFFICIENCY_ELECTRIC to Strategy TX:BASE,,TX:TRNS:INC_EFFICIENCY_ELECTRIC,0.0
6101,TORNADO:TX:TRNS:INC_EFFICIENCY_ELECTRIC_STRATEGY_WAM,Add TX:TRNS:INC_EFFICIENCY_ELECTRIC_STRATEGY_WAM to Strategy TX:BASE,,TX:TRNS:INC_EFFICIENCY_ELECTRIC_STRATEGY_WAM,0.0
6102,TORNADO:TX:TRNS:INC_EFFICIENCY_ELECTRIC_STRATEGY_WEM,Add TX:TRNS:INC_EFFICIENCY_ELECTRIC_STRATEGY_WEM to Strategy TX:BASE,,TX:TRNS:INC_EFFICIENCY_ELECTRIC_STRATEGY_WEM,0.0
6103,TORNADO:TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,Add TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC to Strategy TX:BASE,,TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC,0.0
6104,TORNADO:TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_WAM,Add TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_WAM to Strategy TX:BASE,,TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_WAM,0.0
6105,TORNADO:TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_WEM,Add TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_WEM to Strategy TX:BASE,,TX:TRNS:INC_EFFICIENCY_NON_ELECTRIC_STRATEGY_WEM,0.0
6106,TORNADO:TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,Add TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY to Strategy TX:BASE,,TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY,0.0
6107,TORNADO:TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY_STRATEGY_WAM,Add TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY_STRATEGY_WAM to Strategy TX:BASE,,TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY_STRATEGY_WAM,0.0
6108,TORNADO:TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY_STRATEGY_WEM,Add TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY_STRATEGY_WEM to Strategy TX:BASE,,TX:TRNS:INC_OCCUPANCY_LIGHT_DUTY_STRATEGY_WEM,0.0
6109,TORNADO:TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,Add TX:TRNS:SHIFT_FUEL_LIGHT_DUTY to Strategy TX:BASE,,TX:TRNS:SHIFT_FUEL_LIGHT_DUTY,0.0
6110,TORNADO:TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_WAM,Add TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_WAM to Strategy TX:BASE,,TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_WAM,0.0
6111,TORNADO:TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_WEM,Add TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_WEM to Strategy TX:BASE,,TX:TRNS:SHIFT_FUEL_LIGHT_DUTY_STRATEGY_WEM,0.0
6112,TORNADO:TX:TRNS:SHIFT_FUEL_MARITIME,Add TX:TRNS:SHIFT_FUEL_MARITIME to Strategy TX:BASE,,TX:TRNS:SHIFT_FUEL_MARITIME,0.0
6113,TORNADO:TX:TRNS:SHIFT_FUEL_MARITIME_STRATEGY_WAM,Add TX:TRNS:SHIFT_FUEL_MARITIME_STRATEGY_WAM to Strategy TX:BASE,,TX:TRNS:SHIFT_FUEL_MARITIME_STRATEGY_WAM,0.0
6114,TORNADO:TX:TRNS:SHIFT_FUEL_MARITIME_STRATEGY_WEM,Add TX:TRNS:SHIFT_FUEL_MARITIME_STRATEGY_WEM to Strategy TX:BASE,,TX:TRNS:SHIFT_FUEL_MARITIME_STRATEGY_WEM,0.0
6115,TORNADO:TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,Add TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY to Strategy TX:BASE,,TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY,0.0
6116,TORNADO:TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY_STRATEGY_WAM,Add TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY_STRATEGY_WAM to Strategy TX:BASE,,TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY_STRATEGY_WAM,0.0
6117,TORNADO:TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY_STRATEGY_WEM,Add TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY_STRATEGY_WEM to Strategy TX:BASE,,TX:TRNS:SHIFT_FUEL_MEDIUM_DUTY_STRATEGY_WEM,0.0
6118,TORNADO:TX:TRNS:SHIFT_FUEL_RAIL,Add TX:TRNS:SHIFT_FUEL_RAIL to Strategy TX:BASE,,TX:TRNS:SHIFT_FUEL_RAIL,0.0
6119,TORNADO:TX:TRNS:SHIFT_FUEL_RAIL_STRATEGY_WAM,Add TX:TRNS:SHIFT_FUEL_RAIL_STRATEGY_WAM to Strategy TX:BASE,,TX:TRNS:SHIFT_FUEL_RAIL_STRATEGY_WAM,0.0
6120,TORNADO:TX:TRNS:SHIFT_FUEL_RAIL_STRATEGY_WEM,Add TX:TRNS:SHIFT_FUEL_RAIL_STRATEGY_WEM to Strategy TX:BASE,,TX:TRNS:SHIFT_FUEL_RAIL_STRATEGY_WEM,0.0
6121,TORNADO:TX:TRNS:SHIFT_MODE_FREIGHT,Add TX:TRNS:SHIFT_MODE_FREIGHT to Strategy TX:BASE,,TX:TRNS:SHIFT_MODE_FREIGHT,0.0
6122,TORNADO:TX:TRNS:SHIFT_MODE_FREIGHT_STRATEGY_WAM,Add TX:TRNS:SHIFT_MODE_FREIGHT_STRATEGY_WAM to Strategy TX:BASE,,TX:TRNS:SHIFT_MODE_FREIGHT_STRATEGY_WAM,0.0
6123,TORNADO:TX:TRNS:SHIFT_MODE_FREIGHT_STRATEGY_WEM,Add TX:TRNS:SHIFT_MODE_FREIGHT_STRATEGY_WEM to Strategy TX:BASE,,TX:TRNS:SHIFT_MODE_FREIGHT_STRATEGY_WEM,0.0
6124,TORNADO:TX:TRNS:SHIFT_MODE_PASSENGER,Add TX:TRNS:SHIFT_MODE_PASSENGER to Strategy TX:BASE,,TX:TRNS:SHIFT_MODE_PASSENGER,0.0
6125,TORNADO:TX:TRNS:SHIFT_MODE_PASSENGER_STRATEGY_WAM,Add TX:TRNS:SHIFT_MODE_PASSENGER_STRATEGY_WAM to Strategy TX:BASE,,TX:TRNS:SHIFT_MODE_PASSENGER_STRATEGY_WAM,0.0
6126,TORNADO:TX:TRNS:SHIFT_MODE_PASSENGER_STRATEGY_WEM,Add TX:TRNS:SHIFT_MODE_PASSENGER_STRATEGY_WEM to Strategy TX:BASE,,TX:TRNS:SHIFT_MODE_PASSENGER_STRATEGY_WEM,0.0
6127,TORNADO:TX:TRNS:SHIFT_MODE_REGIONAL,Add TX:TRNS:SHIFT_MODE_REGIONAL to Strategy TX:BASE,,TX:TRNS:SHIFT_MODE_REGIONAL,0.0
6128,TORNADO:TX:TRNS:SHIFT_MODE_REGIONAL_STRATEGY_WAM,Add TX:TRNS:SHIFT_MODE_REGIONAL_STRATEGY_WAM to Strategy TX:BASE,,TX:TRNS:SHIFT_MODE_REGIONAL_STRATEGY_WAM,0.0
6129,TORNADO:TX:TRNS:SHIFT_MODE_REGIONAL_STRATEGY_WEM,Add TX:TRNS:SHIFT_MODE_REGIONAL_STRATEGY_WEM to Strategy TX:BASE,,TX:TRNS:SHIFT_MODE_REGIONAL_STRATEGY_WEM,0.0
6130,TORNADO:TX:TRWW:INC_CAPTURE_BIOGAS,Add TX:TRWW:INC_CAPTURE_BIOGAS to Strategy TX:BASE,,TX:TRWW:INC_CAPTURE_BIOGAS,0.0
6131,TORNADO:TX:TRWW:INC_COMPLIANCE_SEPTIC,Add TX:TRWW:INC_COMPLIANCE_SEPTIC to Strategy TX:BASE,,TX:TRWW:INC_COMPLIANCE_SEPTIC,0.0
6132,TORNADO:TX:WALI:INC_TREATMENT_INDUSTRIAL,Add TX:WALI:INC_TREATMENT_INDUSTRIAL to Strategy TX:BASE,,TX:WALI:INC_TREATMENT_INDUSTRIAL,0.0
6133,TORNADO:TX:WALI:INC_TREATMENT_RURAL,Add TX:WALI:INC_TREATMENT_RURAL to Strategy TX:BASE,,TX:WALI:INC_TREATMENT_RURAL,0.0
6134,TORNADO:TX:WALI:INC_TREATMENT_URBAN,Add TX:WALI:INC_TREATMENT_URBAN to Strategy TX:BASE,,TX:WALI:INC_TREATMENT_URBAN,0.0
6135,TORNADO:TX:WASO:DEC_CONSUMER_FOOD_WASTE,Add TX:WASO:DEC_CONSUMER_FOOD_WASTE to Strategy TX:BASE,,TX:WASO:DEC_CONSUMER_FOOD_WASTE,0.0
6136,TORNADO:TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_BAU,Add TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_BAU to Strategy TX:BASE,,TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_BAU,0.0
6137,TORNADO:TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_WAM,Add TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_WAM to Strategy TX:BASE,,TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_WAM,0.0
6138,TORNADO:TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_WEM,Add TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_WEM to Strategy TX:BASE,,TX:WASO:DEC_CONSUMER_FOOD_WASTE_STRATEGY_WEM,0.0
6139,TORNADO:TX:WASO:INC_ANAEROBIC_AND_COMPOST,Add TX:WASO:INC_ANAEROBIC_AND_COMPOST to Strategy TX:BASE,,TX:WASO:INC_ANAEROBIC_AND_COMPOST,0.0
6140,TORNADO:TX:WASO:INC_ANAEROBIC_AND_COMPOST_STRATEGY_WAM,Add TX:WASO:INC_ANAEROBIC_AND_COMPOST_STRATEGY_WAM to Strategy TX:BASE,,TX:WASO:INC_ANAEROBIC_AND_COMPOST_STRATEGY_WAM,0.0
6141,TORNADO:TX:WASO:INC_ANAEROBIC_AND_COMPOST_STRATEGY_WEM,Add TX:WASO:INC_ANAEROBIC_AND_COMPOST_STRATEGY_WEM to Strategy TX:BASE,,TX:WASO:INC_ANAEROBIC_AND_COMPOST_STRATEGY_WEM,0.0
6142,TORNADO:TX:WASO:INC_CAPTURE_BIOGAS,Add TX:WASO:INC_CAPTURE_BIOGAS to Strategy TX:BASE,,TX:WASO:INC_CAPTURE_BIOGAS,0.0
6143,TORNADO:TX:WASO:INC_CAPTURE_BIOGAS_STRATEGY_WAM,Add TX:WASO:INC_CAPTURE_BIOGAS_STRATEGY_WAM to Strategy TX:BASE,,TX:WASO:INC_CAPTURE_BIOGAS_STRATEGY_WAM,0.0
6144,TORNADO:TX:WASO:INC_CAPTURE_BIOGAS_STRATEGY_WEM,Add TX:WASO:INC_CAPTURE_BIOGAS_STRATEGY_WEM to Strategy TX:BASE,,TX:WASO:INC_CAPTURE_BIOGAS_STRATEGY_WEM,0.0
6145,TORNADO:TX:WASO:INC_ENERGY_FROM_BIOGAS,Add TX:WASO:INC_ENERGY_FROM_BIOGAS to Strategy TX:BASE,,TX:WASO:INC_ENERGY_FROM_BIOGAS,0.0
